video_id,title,channel,published_at,duration_seconds,views,url,matched_keywords
VapwYoWklQk,Taurine Supplementation Increases Lifespan and Healthspan in Animals,NutritionFacts.org,2025-10-20T11:59:58Z,314,21972,https://www.youtube.com/watch?v=VapwYoWklQk,"health, nutrition, diet, exercise, longevity"
Qm6FuY428LE,5 Supplements That ACTUALLY Eliminate Fatigue (+ 1 EXTRA) | Dr. Sarah Myhill,Jesse Chappus,2025-09-25T23:20:38Z,779,31473,https://www.youtube.com/watch?v=Qm6FuY428LE,"health, wellness, nutrition, fitness, exercise, sleep, meditation, lifestyle"
A4Qmtf71Ig0,What Is the Best Statin Cholesterol-Lowering Drug?,NutritionFacts.org,2025-12-15T12:59:51Z,286,13043,https://www.youtube.com/watch?v=A4Qmtf71Ig0,"health, nutrition, diet"
SZLWinHevfw,Humans Are Supposed to Make Vitamin C — So Why Don’t We?,Jesse Chappus,2026-01-18T20:24:48Z,746,6106,https://www.youtube.com/watch?v=SZLWinHevfw,"health, wellness, nutrition, fitness, sleep, stress, meditation, lifestyle"
4PvAGNqEE6Y,Friday Favorites: Does the Sweetener Allulose Have Side Effects? Is It a Healthy Sweetener?,NutritionFacts.org,2025-10-03T11:59:56Z,849,23984,https://www.youtube.com/watch?v=4PvAGNqEE6Y,"health, healthy, nutrition, diet"
MoejkSJ0yGs,The Nutrition Lie That Made Fat the Villain,Jesse Chappus,2026-01-17T20:25:23Z,578,6135,https://www.youtube.com/watch?v=MoejkSJ0yGs,"health, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
j_mmPAqZwUg,How Long Does It Take to Become Vitamin B12-Deficient and What Are the Symptoms?,NutritionFacts.org,2025-11-12T12:59:48Z,287,17591,https://www.youtube.com/watch?v=j_mmPAqZwUg,"health, nutrition, diet"
fzc38h7Eb5s,The REAL Reason Cancer Hates the Keto Diet | Dr. Tom Cowan,Jesse Chappus,2025-10-16T16:00:23Z,786,11825,https://www.youtube.com/watch?v=fzc38h7Eb5s,"health, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
fiOHaEzz7TY,Friday Favorites: Natural Dietary Remedy for Insomnia,NutritionFacts.org,2025-09-26T11:59:46Z,351,21944,https://www.youtube.com/watch?v=fiOHaEzz7TY,"health, nutrition, diet, sleep"
5Nd_TuYt948,"The Silent Epidemic Nobody Talks About! It’s Wrecking Your Sleep, Focus, and Energy — at Home!",Jesse Chappus,2025-12-02T15:05:40Z,5521,7223,https://www.youtube.com/watch?v=5Nd_TuYt948,"health, healthy, wellness, nutrition, fitness, sleep, meditation, lifestyle"
GiZvVhYE9Z0,"The Safety and Efficacy of Ketogenic, Low-Carb Diets for Diabetes Remission",NutritionFacts.org,2025-10-08T11:59:50Z,311,15290,https://www.youtube.com/watch?v=GiZvVhYE9Z0,"health, nutrition, diet, weight loss"
k7Sh9y00dM4,How to *ACTUALLY* Fix and Maintain a HEALTHY GUT! | Mary Ruddick,Jesse Chappus,2025-11-02T15:00:58Z,2012,9110,https://www.youtube.com/watch?v=k7Sh9y00dM4,"health, healthy, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
3-5kAdtitfg,"Can You Reverse Type 2 Diabetes with a Whole Food, Plant-Based Diet?",NutritionFacts.org,2025-12-17T12:59:57Z,295,8071,https://www.youtube.com/watch?v=3-5kAdtitfg,"health, nutrition, diet, weight loss"
4gfXLFjcC14,Why the Modern Diet Is Making You Sick! | Daniel Vitalis,Jesse Chappus,2025-09-23T10:17:41Z,7465,9664,https://www.youtube.com/watch?v=4gfXLFjcC14,"health, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
ihl1moq1l0M,"Like Beet Juice, Taurine Supplementation May Only Be Safe in the Context of a Plant-Based Diet",NutritionFacts.org,2025-11-05T12:59:51Z,400,11691,https://www.youtube.com/watch?v=ihl1moq1l0M,"health, nutrition, diet, mental, longevity"
2THxjveDmTk,Why Mary Ruddick Changed Her Mind About The GAPS Diet,Jesse Chappus,2025-11-09T15:15:18Z,519,5631,https://www.youtube.com/watch?v=2THxjveDmTk,"health, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
4DOw-q4afGw,Friday Favorites: How to Treat Body Odor with Diet,NutritionFacts.org,2025-10-17T11:59:55Z,363,13465,https://www.youtube.com/watch?v=4DOw-q4afGw,"health, nutrition, diet"
98DfReJS73k,Diet Matters but This Is MORE IMPORTANT... | Dr. Michael Twyman,Jesse Chappus,2025-10-29T18:57:21Z,1620,5985,https://www.youtube.com/watch?v=98DfReJS73k,"health, wellness, nutrition, diet, protein, fitness, sleep, meditation, lifestyle"
dV88178zjDQ,Friday Favorites: Is Swimming Good for Weight Loss?,NutritionFacts.org,2025-10-10T11:59:46Z,290,12302,https://www.youtube.com/watch?v=dV88178zjDQ,"health, nutrition, diet, workout, exercise, weight loss"
ryqG4wzD_ic,Top Health Tests That Will Actually Help You | Gary Brecka,Jesse Chappus,2025-10-19T17:37:02Z,1934,5440,https://www.youtube.com/watch?v=ryqG4wzD_ic,"health, wellness, nutrition, fitness, sleep, meditation, lifestyle, longevity"
SUkqMo0QWrc,"Healthy, Easy Recipes: Black Bean Stew, Kale Salad, and Molasses Cookies",NutritionFacts.org,2025-12-24T12:59:48Z,191,5438,https://www.youtube.com/watch?v=SUkqMo0QWrc,"health, healthy, nutrition, diet"
Fbx5FYvBsQo,Does High LDL Cholesterol Matter on a Low Carb Diet? | Dr. Shawn Baker,Jesse Chappus,2025-09-13T15:41:47Z,869,6251,https://www.youtube.com/watch?v=Fbx5FYvBsQo,"health, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
y3h7BzpzF_s,Podcast: A Healthy Heart,NutritionFacts.org,2025-10-02T11:59:50Z,747,10176,https://www.youtube.com/watch?v=y3h7BzpzF_s,"health, healthy, nutrition"
9_tuzZq3fO4,Friday Favorites: Low Protein Diets for Parkinson’s Disease,NutritionFacts.org,2025-11-21T12:59:54Z,309,5097,https://www.youtube.com/watch?v=9_tuzZq3fO4,"health, healthy, nutrition, diet, protein"
sRDURNiq8S8,Podcast: More on NAD+ Boosting Supplements,NutritionFacts.org,2025-10-16T11:59:49Z,967,6810,https://www.youtube.com/watch?v=sRDURNiq8S8,nutrition
bfxgPbNMC7M,Friday Favorites: Can Stress Cause Halitosis (Bad Breath),NutritionFacts.org,2025-10-24T11:59:51Z,233,6054,https://www.youtube.com/watch?v=bfxgPbNMC7M,"health, nutrition, diet, stress"
yI8El-tgo1M,World Renowned Heart Surgeon Reacts To This Shocking Diet Advice,The Dr. Gundry Podcast,2026-02-06T13:31:16Z,789,100812,https://www.youtube.com/watch?v=yI8El-tgo1M,"health, healthy, nutrition, diet, longevity"
Iq9bTfSt6Ic,Build Muscle After 70  THIS SEED PROTEIN Works Better Than Eggs!  |,GreenCurex Life,2026-02-11T19:00:17Z,1733,6002,https://www.youtube.com/watch?v=Iq9bTfSt6Ic,"health, healthy, nutrition, diet, protein, fitness, exercise, recovery, longevity"
CjeZvu7Jfro,Burn Fat Faster With This PROTEIN TRICK (99% Mess It Up),ChillFit Mode,2026-01-29T23:00:30Z,678,15265,https://www.youtube.com/watch?v=CjeZvu7Jfro,"health, healthy, nutrition, diet, protein, exercise, weight loss, fat loss"
LwOy5IvqjXQ,Why Healthy People Still Have High Blood Pressure (Doctor Explains),The Blood Pressure Doc,2026-02-22T15:36:01Z,584,591423,https://www.youtube.com/watch?v=LwOy5IvqjXQ,"health, healthy, exercise, sleep, stress"
8fLTp0RMo0w,Finger Exercises For Improved Brain Health?? You Have to See This,Dr. Yonatan Whitten,2025-11-22T13:00:24Z,568,75645,https://www.youtube.com/watch?v=8fLTp0RMo0w,"health, healthy, nutrition, fitness, exercise, sleep"
rL4RK2PPNqQ,Calms Both Hemispheres of the Brain for DEEP Sleep (0.9Hz EMDR Bilateral & Binaural Delta Waves),Meditational State • Healing Music,2026-01-21T19:29:40Z,36000,469429,https://www.youtube.com/watch?v=rL4RK2PPNqQ,"sleep, stress, meditation"
nA6UdyU-oMs,The Anxiety Trap: Why Thinking Doesn't Help | Dr. Nicole LePera & Dr. Mark Hyman,"Mark Hyman, MD",2026-02-25T14:01:18Z,3723,29922,https://www.youtube.com/watch?v=nA6UdyU-oMs,"health, exercise, stress, mental, recovery, habit, longevity"
yYLNHcAkeg8,The Alzheimer's Scientist: This $1.50 Supplement Reversed Memory Loss In 8 Weeks,Modern Healthspan,2025-09-21T12:43:38Z,3527,6587,https://www.youtube.com/watch?v=yYLNHcAkeg8,"health, healthy, wellness, diet, longevity"
1jjQcxmDRL4,The Food Causing More Heart Attacks Than Cholesterol – What Your Doctor Isn't Telling You,Dr. Paul Robinson,2026-03-03T16:00:03Z,1730,142103,https://www.youtube.com/watch?v=1jjQcxmDRL4,"health, healthy, wellness, nutrition, diet, fitness, mental, lifestyle, habit, longevity"
eh0DoBsiLgU,SENIORS You’re Taking Vitamin B12 the WRONG Way Doctor Reveals,BioVital Wellness,2026-02-12T13:01:14Z,989,11898,https://www.youtube.com/watch?v=eh0DoBsiLgU,"health, healthy, wellness, nutrition, mental, lifestyle, longevity"
8SNnrFh1SWA,"VIP Pain Killer Point | One Acupressure for Headache, Body Pain & Stress Relief | Yoga Shakti",YOGA SHAKTI - Shakti Pachauri,2026-01-18T14:10:16Z,431,156365,https://www.youtube.com/watch?v=8SNnrFh1SWA,"health, wellness, stress, mental, meditation"
pwi0CZYMLYY,Fat Burning While Sleeping: 3 Night Habits That Change Your Metabolism,Your Body's Secrets,2026-02-26T18:00:54Z,2763,11972,https://www.youtube.com/watch?v=pwi0CZYMLYY,"health, diet, workout, exercise, sleep, habit, weight loss, fat loss"
B1o75ZOaO_0,Forget Turmeric! This ONE Food Kills Inflammation Faster (Backed by Research) | Dr. William Li,Clinical Wellness,2026-03-03T11:00:17Z,1373,22236,https://www.youtube.com/watch?v=B1o75ZOaO_0,"health, healthy, wellness, nutrition, diet, exercise, longevity"
fKivx0kQfxs,Wake Up Stronger! 2 Vitamins That Build Muscle While You Sleep | Dr. William Li,Healthy Mind Empire,2025-10-06T01:00:43Z,1933,8567,https://www.youtube.com/watch?v=fKivx0kQfxs,"health, healthy, nutrition, diet, protein, sleep, recovery, lifestyle, longevity"
qpE3Z0Zs0sc,Grow Unlimited Protein In A Bucket. Doubles Every 48 Hours. The 5 Minute Setup.,Secrets Beneath Nature with Dan,2026-02-05T12:31:17Z,876,397988,https://www.youtube.com/watch?v=qpE3Z0Zs0sc,"health, nutrition, diet, protein, mental"
3MSE21sDlX0,Just one Cup At Bedtime | Lose Weight While Sleeping |  Night Tea Drink Recipe For Fat Loss,FoodFitness&Fun,2026-03-05T10:30:04Z,506,7061,https://www.youtube.com/watch?v=3MSE21sDlX0,"health, healthy, nutrition, diet, fitness, exercise, sleep, recovery, habit, weight loss"
CY998meMzC0,What to Eat for Breakfast to Lose 20 Pounds in 30 Days — Backed by a PhD Nutritionist,The Dr. Ashley Show,2025-12-16T14:23:35Z,1177,9060,https://www.youtube.com/watch?v=CY998meMzC0,"health, wellness, nutrition, diet, workout, exercise, sleep, stress, habit, weight loss"
w--K4WADAB8,7 Health Habits That Could Change Your Life in 2026,"Jeremy London, MD",2025-12-23T23:15:05Z,1604,85679,https://www.youtube.com/watch?v=w--K4WADAB8,"health, healthy, exercise, sleep, habit"
1e6wk_S0yv8,🎄 Christmas Fitness Drop / 7 Day Christmas Camp Giveaway win a 7 day bootcamp,Boot Camp Spain,2025-12-17T12:48:36Z,201,28627,https://www.youtube.com/watch?v=1e6wk_S0yv8,"health, healthy, fitness, habit, fat loss"
s8Z8xD3cZmk,"""Omega-3 Fish Oil: 3 Health Benefits You Need to Know | What I Take Daily as a Cardiologist""",The Javisons,2026-01-24T12:00:06Z,1371,44921,https://www.youtube.com/watch?v=s8Z8xD3cZmk,"health, healthy"
QLkUuLyYZkQ,"PCOS to Pregnancy: The Supplements, Diet & Lifestyle Changes That Worked",PCOS Weight Loss,2025-10-21T13:01:01Z,2390,10597,https://www.youtube.com/watch?v=QLkUuLyYZkQ,"health, healthy, nutrition, diet, fitness, workout, lifestyle, habit, weight loss"
B7i1RNvS-gI,20 Japanese Habits That Quietly Make You Healthier and Calmer Every Day,MindCompanion,2026-01-29T20:50:27Z,974,8169,https://www.youtube.com/watch?v=B7i1RNvS-gI,"health, healthy, sleep, stress, mental, lifestyle, habit, longevity"
T9eH2f6tWBw,2 Mantras to Chant for Health & Disease free body & mind | Mayur Karthik,Mayur Karthik,2025-12-07T12:08:46Z,243,59642,https://www.youtube.com/watch?v=T9eH2f6tWBw,"health, wellness, fitness, exercise, meditation, longevity"
8YPLsBcbmrM,"Migraine, Sleep & Stress: Dr. Siddharth Warrier unpacks How the Brain Really Works | S01E13",Orange Health Labs,2026-01-23T05:47:13Z,3743,92735,https://www.youtube.com/watch?v=8YPLsBcbmrM,"health, wellness, diet, exercise, sleep, stress, mental, lifestyle, habit"
Pe4IqzENHnc,Add THIS to Turmeric — Not Black Pepper — to Destroy Inflammation Naturally! |DR. ALAN MANDELL,Simple Body Health,2026-02-14T21:00:18Z,1195,12587,https://www.youtube.com/watch?v=Pe4IqzENHnc,"health, healthy, wellness, diet, lifestyle"
9G2MRFs4vac,Unlearn Negative Thoughts & Behaviors Patterns | Dr. Alok Kanojia (Healthy Gamer),Andrew Huberman,2026-03-02T13:00:12Z,11324,563974,https://www.youtube.com/watch?v=9G2MRFs4vac,"health, healthy, sleep, stress, mental, meditation"
ElUfYaHrzyU,Best Diet to Repair Gut Health (Important New Research),"Dr. Michael Ruscio, DC, DNM",2026-03-02T14:00:16Z,1307,15767,https://www.youtube.com/watch?v=ElUfYaHrzyU,"health, diet, mental"
IkLb43LxPgI,Mold Illness Solved: The Antifungal Diet Revealed!,Living Springs Retreat,2026-03-02T04:04:16Z,222,15951,https://www.youtube.com/watch?v=IkLb43LxPgI,"health, diet"
P5aCOA2KRgA,Food & Exercise as Medicine: How to Extend Healthspan and Take Back Control | Dr. Clay Moss,Stronger Weekly Podcast,2026-01-20T14:23:23Z,4838,14048,https://www.youtube.com/watch?v=P5aCOA2KRgA,"health, healthy, wellness, nutrition, fitness, exercise, sleep, stress, mental, recovery"
PmWiyFj-YI8,The Surprising Link Between Jumping and Bone Health After Menopause (Dr. Tracey Clissold Interview),AlgaeCal,2025-12-10T20:38:34Z,3407,9372,https://www.youtube.com/watch?v=PmWiyFj-YI8,"health, workout, exercise"
1qinkAT7L-8,"Brain Benefits of Exercise | Dr G B Sattur, Sr.Physician & Lifestyle Expert  #brainexercise #health",Dr. G B Sattur,2025-09-16T11:49:26Z,510,22500,https://www.youtube.com/watch?v=1qinkAT7L-8,"health, exercise, lifestyle"
PLeopJ5xMJ8,Motivation is NOT What You Need: Find Out What Actually Works for Consistent Health Habits,"Health, Weight Loss and Fitness Over 50 with Judy",2026-01-15T12:39:06Z,517,10414,https://www.youtube.com/watch?v=PLeopJ5xMJ8,"health, healthy, wellness, nutrition, fitness, workout, exercise, stress, mental, habit"
-yvkCKKcj14,How to REVERSE Histamine Inflammation Naturally in 12 Weeks,Dr. Paul Anderson,2026-02-13T14:00:00Z,592,34794,https://www.youtube.com/watch?v=-yvkCKKcj14,"health, diet, mental, lifestyle"
9VsHYodU1lw,The Only 6 Foods You Need To Stay Healthy in 2026! (Dr. Gundry’s List),The Dr. Gundry Podcast,2026-02-09T13:30:07Z,1094,83214,https://www.youtube.com/watch?v=9VsHYodU1lw,"health, healthy, nutrition, diet, longevity"
REVTstl16fk,"This Is Crazy! 10,000 IU Vitamin D Shrinks Belly Fat Fast",ChillFit Mode,2026-02-10T23:00:36Z,732,8310,https://www.youtube.com/watch?v=REVTstl16fk,"health, nutrition, diet, exercise"
mOmf3nzt3y4,The 10 Min Daily Habit To Lower Blood Pressure In Older Adults,The Blood Pressure Doc,2026-01-11T15:17:55Z,629,876588,https://www.youtube.com/watch?v=mOmf3nzt3y4,"health, healthy, stress, habit"
3ejzJ4leBgA,Calms the Hypothalamus Causing DEEP Sleep (Some claim to hear Angels singing in this Frequency),Meditational State • Healing Music,2026-02-07T02:30:04Z,42973,79926,https://www.youtube.com/watch?v=3ejzJ4leBgA,"sleep, stress, meditation"
edMzTOKZ6pE,Muscle Is the Key to Longevity (Not Fat Loss) | Dr Gabrielle Lyon,"Mark Hyman, MD",2026-01-14T14:01:14Z,4856,63865,https://www.youtube.com/watch?v=edMzTOKZ6pE,"health, healthy, nutrition, diet, protein, mental, recovery, longevity, fat loss"
x2sNEUUZr9c,The Longevity Vitamin 99% Are Deficient In,Modern Healthspan,2025-09-28T12:41:22Z,3667,5232,https://www.youtube.com/watch?v=x2sNEUUZr9c,"health, healthy, diet, sleep, longevity"
sJLDExHDLzE,"Sleeping in this position helps the heart, prevents strokes and thrombosis, and few people know this",Dr. Paul Robinson,2026-02-19T21:00:53Z,1811,195571,https://www.youtube.com/watch?v=sJLDExHDLzE,"health, healthy, wellness, sleep, stress, lifestyle, habit, longevity"
NH9t2UC622o,"5 Powerful Healing Practices for Joint Pain, Back Pain & Total Body Wellness | Yoga Shakti",YOGA SHAKTI - Shakti Pachauri,2025-12-22T14:30:07Z,535,155400,https://www.youtube.com/watch?v=NH9t2UC622o,"health, wellness, stress, meditation"
OPKDJE_FLR8,How to Reduce Cortisol Levels at Night for Better Sleep & Fat Loss,Your Body's Secrets,2026-02-25T18:00:36Z,1578,5030,https://www.youtube.com/watch?v=OPKDJE_FLR8,"health, diet, workout, exercise, sleep, stress, fat loss"
_y9U-kOu5wo,More Protein Than Eggs. Grows Without Soil. Why Did They Bury This Plant?,Secrets Beneath Nature with Dan,2025-12-27T16:44:07Z,981,136605,https://www.youtube.com/watch?v=_y9U-kOu5wo,"nutrition, protein, mental"
FV_6dpW6rlw,Drink This Empty Stomach | March Magical Fat Loss Morning Drink Recipe | Weight Loss + Gut Reset,FoodFitness&Fun,2026-03-02T10:30:08Z,556,7848,https://www.youtube.com/watch?v=FV_6dpW6rlw,"health, healthy, nutrition, diet, protein, fitness, exercise, weight loss, fat loss"
OuY6QpxAY0Q,"What Poor Sleep Does to Your Heart, Brain, and Metabolism (And How to Fix it)","Jeremy London, MD",2026-02-27T21:00:00Z,1523,5230,https://www.youtube.com/watch?v=OuY6QpxAY0Q,"health, sleep, mental"
CYZUjKmaDH4,"Tirzepatide Explained: Real Weight Loss Results, Safety, Cost & Availability (Philippines)",The Javisons,2026-01-08T15:00:06Z,406,7129,https://www.youtube.com/watch?v=CYZUjKmaDH4,"health, weight loss"
JtwbnxJyx5k,PCOS Breakfast: High Protein Morning Routine for PCOS Weight Loss,PCOS Weight Loss,2025-12-02T14:00:37Z,1802,5887,https://www.youtube.com/watch?v=JtwbnxJyx5k,"nutrition, diet, protein, fitness, workout, weight loss"
tGVjxBN0AH8,"Women’s Fitness, Blood Tests & Hormones: A Conversation with Shwetambari Shetty | S01E11",Orange Health Labs,2025-10-08T07:56:57Z,4272,63624,https://www.youtube.com/watch?v=tGVjxBN0AH8,"health, nutrition, protein, fitness, workout, exercise, sleep, recovery, longevity"
_Q4XT82yd-Q,"The Most Effective Weight Training, Cardio & Nutrition for Women | Dr. Lauren Colenso-Semple",Andrew Huberman,2026-02-16T13:01:09Z,9118,135348,https://www.youtube.com/watch?v=_Q4XT82yd-Q,"health, nutrition, diet, protein, fitness, workout, exercise, sleep, stress, recovery"
GUsQnklKljk,"This Supplement Transforms IBS, SIBO & Candida in 60 Days","Dr. Michael Ruscio, DC, DNM",2026-01-12T13:39:51Z,1414,22786,https://www.youtube.com/watch?v=GUsQnklKljk,health
5JdRg-HmXcs,Blood Sugar Reset: Barbara O'Neill’s Secret,Living Springs Retreat,2026-01-16T05:06:01Z,4342,28930,https://www.youtube.com/watch?v=5JdRg-HmXcs,"health, wellness, nutrition, exercise, sleep, mental, lifestyle, habit"
oduXnovENiA,Are You at Risk of Over Supplementing Without Even Knowing?,"Health, Weight Loss and Fitness Over 50 with Judy",2026-01-29T09:25:38Z,1207,7426,https://www.youtube.com/watch?v=oduXnovENiA,"health, healthy, wellness, nutrition, protein, fitness, workout, exercise, sleep, mental"
NgQCWdJFAJY,The Incredible Impacts of GLYCINE on Sleep and Inflammation Support,Dr. Paul Anderson,2025-10-02T13:00:52Z,487,131167,https://www.youtube.com/watch?v=NgQCWdJFAJY,"health, nutrition, protein, sleep, mental, lifestyle"
ibZHDtPHMiE,The TOP 3 Canned Fish You Should Be Eating for PROTEIN and Health!,The Dr. Gundry Podcast,2025-12-12T15:11:48Z,684,164433,https://www.youtube.com/watch?v=ibZHDtPHMiE,"health, healthy, nutrition, diet, protein, longevity"
XskuPRVA1b4,3 Ways to Shrink Belly Fat in 7 Days WITHOUT Dieting,ChillFit Mode,2026-02-05T23:06:14Z,650,6705,https://www.youtube.com/watch?v=XskuPRVA1b4,"health, diet, exercise, sleep, stress"
IQQ2_0dpOBQ,What's the Best Blood Pressure for Older Adults?,The Blood Pressure Doc,2025-12-28T15:34:03Z,482,980654,https://www.youtube.com/watch?v=IQQ2_0dpOBQ,"health, healthy, stress"
GcyrxPWQ0eY,Relaxes ALL Areas of the Brain for DEEP Sleep (0.4Hz EMDR Bilateral & Binaural Delta Waves),Meditational State • Healing Music,2025-12-20T23:00:25Z,43048,198758,https://www.youtube.com/watch?v=GcyrxPWQ0eY,"sleep, stress, meditation"
O-ixMAtPx8w,You Can Prevent Alzheimer’s: The New Science of Brain Health,"Mark Hyman, MD",2025-11-05T14:00:52Z,6111,105366,https://www.youtube.com/watch?v=O-ixMAtPx8w,"health, healthy, diet, exercise, sleep, mental, lifestyle, longevity"
AhA8-_rWoEM,7 fruits for eye health before bed – What nobody tells you,Dr. Paul Robinson,2026-02-28T16:00:13Z,1939,45428,https://www.youtube.com/watch?v=AhA8-_rWoEM,"health, healthy, wellness, nutrition, diet, fitness, sleep, stress, mental, lifestyle"
KqMBdPv8ljI,"Neuro Yoga Advance For Brain Healing | Activate Brain, Gut & Nerve Health Daily | Yoga Shakti",YOGA SHAKTI - Shakti Pachauri,2026-01-29T16:30:06Z,418,23154,https://www.youtube.com/watch?v=KqMBdPv8ljI,"health, wellness, exercise, stress, mental, mindfulness, meditation"
3KyzMiXw_ts,"3 Metabolism Secrets to Burn Fat Without Cardio (NEAT, Protein, Thermogenesis)",Your Body's Secrets,2026-02-14T18:00:03Z,2407,5218,https://www.youtube.com/watch?v=3KyzMiXw_ts,"diet, protein, exercise, sleep, fat loss"
YFnfe2tHm1I,Grow More Protein Than Beef. Zero Soil. The 5 Minute Window Box Method.,Secrets Beneath Nature with Dan,2026-02-21T12:01:01Z,826,25860,https://www.youtube.com/watch?v=YFnfe2tHm1I,"nutrition, protein"
uySZtX62qiI,"This Winter Morning Fat Loss Drink Can Change Your Health in 2026 | For Weight Loss, Gut & Glow",FoodFitness&Fun,2026-01-03T10:21:31Z,571,8061,https://www.youtube.com/watch?v=uySZtX62qiI,"health, healthy, wellness, nutrition, diet, fitness, lifestyle, habit, weight loss, fat loss"
Zie6BmZG8d4,4 Ways to Start Eating Healthy,"Jeremy London, MD",2026-01-15T22:45:00Z,1155,14724,https://www.youtube.com/watch?v=Zie6BmZG8d4,"health, healthy, nutrition, diet, sleep"
u4VTFb4awrQ,"Avoiding, Treating & Curing Cancer With the Immune System | Dr. Alex Marson",Andrew Huberman,2026-03-09T12:01:37Z,8833,5822,https://www.youtube.com/watch?v=u4VTFb4awrQ,"health, diet, protein, sleep"
s5J40rLnMY4,5 Health Problems That Are Secretly Leaky Gut,"Dr. Michael Ruscio, DC, DNM",2026-02-16T13:37:53Z,918,7588,https://www.youtube.com/watch?v=s5J40rLnMY4,"health, diet, sleep"
3FW5aDQvDis,Plant-Based Diet Secrets: Healthier Than You Think!,Living Springs Retreat,2026-02-18T15:28:28Z,255,7403,https://www.youtube.com/watch?v=3FW5aDQvDis,"health, nutrition, diet"
tZxbQiMMUw8,Metabolism and Daily Burn Rate for Weight loss,"Health, Weight Loss and Fitness Over 50 with Judy",2025-10-16T10:00:11Z,1325,10408,https://www.youtube.com/watch?v=tZxbQiMMUw8,"health, healthy, wellness, nutrition, fitness, workout, exercise, sleep, lifestyle, weight loss"
m181Kken4v8,"The Incredible Impacts of Glycine on Sleep, Brain & Longevity",Dr. Paul Anderson,2025-10-21T13:01:33Z,535,47906,https://www.youtube.com/watch?v=m181Kken4v8,"health, sleep, mental, lifestyle, longevity"
HXrZlgNPdjE,Your Gut Is Destroying Your Eyesight - Here's 5 Foods And Supplements to Help!,The Dr. Gundry Podcast,2025-12-19T15:00:31Z,917,106968,https://www.youtube.com/watch?v=HXrZlgNPdjE,"health, nutrition, diet, lifestyle, longevity"
cAeWLetodn8,Fix Your Fatty Liver to UNLOCK Belly Fat Loss (Fast),ChillFit Mode,2026-01-31T23:00:44Z,729,7175,https://www.youtube.com/watch?v=cAeWLetodn8,"health, diet, exercise, longevity, fat loss"
F3PNRM0V8DI,Which Blood Pressure Number is More DANGEROUS? (Systolic vs. Diastolic),The Blood Pressure Doc,2025-10-11T14:29:59Z,448,1357992,https://www.youtube.com/watch?v=F3PNRM0V8DI,"health, healthy, stress"
B6rRvtvukYA,Kills Anxiety & Stress for DEEP Relaxing Sleep (1Hz EMDR Bilateral & Binaural Waves),Meditational State • Healing Music,2026-03-07T00:30:17Z,36000,5492,https://www.youtube.com/watch?v=B6rRvtvukYA,"health, sleep, stress, mental, mindfulness, meditation"
ndS1lreg7yw,This Bacterial Toxin is Causing Depression | Dr. Rhonda Patrick,"Mark Hyman, MD",2025-12-31T14:01:24Z,472,51531,https://www.youtube.com/watch?v=ndS1lreg7yw,"health, healthy, protein, stress, mental, longevity"
kOvdNFAcTdw,2 Simple Daily Practices to Keep Your Heart Healthy ❤️,YOGA SHAKTI - Shakti Pachauri,2025-10-13T16:14:58Z,268,73535,https://www.youtube.com/watch?v=kOvdNFAcTdw,"health, healthy, wellness, meditation, lifestyle"
JUNYePgS3WE,Grow Free Vitamins In A Water Bottle. Cut And Regrows. Zero Soil Needed.,Secrets Beneath Nature with Dan,2026-02-26T13:00:36Z,1337,7999,https://www.youtube.com/watch?v=JUNYePgS3WE,"health, nutrition, diet"
6R5v0kILVS8,5 High Protein Quick Veg Breakfasts Recipes | Busy Mornings Made Healthy for Weight Loss & Energy,FoodFitness&Fun,2026-01-19T10:49:21Z,883,6036,https://www.youtube.com/watch?v=6R5v0kILVS8,"health, healthy, nutrition, diet, protein, fitness, workout, weight loss, fat loss"
UQfc1tY_pF8,A Heart Surgeon's Guide for Healthy Grocery Shopping,"Jeremy London, MD",2025-09-11T22:00:41Z,1012,35116,https://www.youtube.com/watch?v=UQfc1tY_pF8,"health, healthy"
7UeojKTzeHE,"Using Light (Sunlight, Blue Light & Red Light) to Optimize Health | Huberman Lab Essentials",Andrew Huberman,2026-02-26T13:00:12Z,2309,57107,https://www.youtube.com/watch?v=7UeojKTzeHE,"health, healthy, sleep, mental"
FuY0smKNpRM,4 Health Problems That Are Secretly Signs of SIBO,"Dr. Michael Ruscio, DC, DNM",2026-01-26T14:00:22Z,821,11649,https://www.youtube.com/watch?v=FuY0smKNpRM,"health, diet"
N2sjnAIuLpY,The True Cause of Disease | Barbara O’Neill #barbaraoneill  #naturalhealth  #holistichealth,Living Springs Retreat,2025-12-18T04:00:23Z,3211,27722,https://www.youtube.com/watch?v=N2sjnAIuLpY,"health, healthy, wellness, nutrition, mental, lifestyle, habit"
KRjXOK3BO74,Insulin Resistance and What You Need To Know For Health and Vitality,"Health, Weight Loss and Fitness Over 50 with Judy",2025-10-02T06:54:36Z,1300,10267,https://www.youtube.com/watch?v=KRjXOK3BO74,"health, healthy, wellness, nutrition, diet, fitness, exercise, lifestyle, weight loss, fat loss"
